t,q,t_model,q_model
2022-01-01,2139.0,2022-04-01,20931.896154823015
2022-02-01,9856.0,2022-05-01,13793.575574351213
2022-03-01,13582.0,2022-06-01,9887.607279026937
2022-04-01,20739.0,2022-07-01,7494.65426208171
2022-05-01,13704.0,2022-08-01,5911.288675634085
2022-06-01,11501.0,2022-09-01,4803.329648517903
2022-07-01,7481.0,2022-10-01,3994.357516111092
2022-08-01,5169.0,2022-11-01,3383.6080600076257
2022-09-01,4606.0,2022-12-01,2909.8984996932168
2022-10-01,2325.0,2023-01-01,2534.215510838629
2022-11-01,1729.0,2023-02-01,2230.664176827848
2022-12-01,2711.0,2023-03-01,1981.4717159483387
2023-01-01,3451.0,2023-04-01,1774.0887687109741
2023-02-01,2728.0,2023-05-01,1599.4356211125912
2023-03-01,2129.0,2023-06-01,1450.8024198329103
2023-04-01,2129.0,2023-07-01,1323.1377878595695
2023-05-01,3631.0,2023-08-01,1212.576036634987
,,2023-09-01,1116.1153548544467
,,2023-10-01,1031.3940641774605
,,2023-11-01,956.5320763657278
,,2023-12-01,890.016615830705
,,2024-01-01,830.6185654954933
,,2024-02-01,777.3303630092544
,,2024-03-01,729.3193000852809
,,2024-04-01,685.8919888975796
,,2024-05-01,646.467030841257
,,2024-06-01,610.5537829662945
,,2024-07-01,577.7357081476054
,,2024-08-01,547.6572066570578
,,2024-09-01,520.013117381686
,,2024-10-01,494.5402845943202
,,2024-11-01,471.0107362881068
,,2024-12-01,449.2261297476426
,,2025-01-01,429.01320094540085
,,2025-02-01,410.2200146179136
,,2025-03-01,392.71285715762684
,,2025-04-01,376.3736487615808
,,2025-05-01,361.0977774712427
,,2025-06-01,346.7922778851573
,,2025-07-01,333.3742929315613
,,2025-08-01,320.7697692558425
,,2025-09-01,308.9123463247709
,,2025-10-01,297.7424068850759
,,2025-11-01,287.2062623958472
,,2025-12-01,277.25545182852557
,,2026-01-01,267.84613605845516
,,2026-02-01,258.9385731599568
,,2026-03-01,250.4966624182603
,,2026-04-01,242.48754690699337
,,2026-05-01,234.88126614326498
,,2026-06-01,227.65045169734947
,,2026-07-01,220.77005975855073
,,2026-08-01,214.21713558889917
,,2026-09-01,207.97060556836837
,,2026-10-01,202.01109317842105
,,2026-11-01,196.32075580825014
,,2026-12-01,190.8831397188802
,,2027-01-01,185.6830508795269
,,2027-02-01,180.70643971061827
,,2027-03-01,175.94029803870436
,,2027-04-01,171.3725667983324
,,2027-05-01,166.99205321157808
,,2027-06-01,162.78835634284115
,,2027-07-01,158.75180006931504
,,2027-08-01,154.87337263000705
,,2027-09-01,151.14467202147483
,,2027-10-01,147.55785659917004
,,2027-11-01,144.1056003216388
,,2027-12-01,140.78105214265042
,,2028-01-01,137.57779911515667
,,2028-02-01,134.48983282211844
,,2028-03-01,131.5115187937724
,,2028-04-01,128.63756860977594
,,2028-05-01,125.86301441864612
,,2028-06-01,123.18318563667373
,,2028-07-01,120.59368761460912
,,2028-08-01,118.09038208337553
,,2028-09-01,115.66936921027967
,,2028-10-01,113.32697111501946
,,2028-11-01,111.05971671053919
,,2028-12-01,108.8643277477181
,,2029-01-01,106.73770595522906
,,2029-02-01,104.67692117686387
,,2029-03-01,102.67920041836209
,,2029-04-01,100.74191772445198
,,2029-05-01,98.86258481453879
,,2029-06-01,97.03884241237223
,,2029-07-01,95.26845221118975
,,2029-08-01,93.54928942134626
,,2029-09-01,91.87933585238346
,,2029-10-01,90.25667348592467
,,2029-11-01,88.67947849976275
,,2029-12-01,87.14601570708884
,,2030-01-01,85.65463337803313
,,2030-02-01,84.20375841359395
,,2030-03-01,82.79189184465255
,,2030-04-01,81.41760463113886
,,2030-05-01,80.07953373855375
,,2030-06-01,78.77637847099257
,,2030-07-01,77.50689704156858
,,2030-08-01,76.26990336272942
,,2030-09-01,75.06426404040441
,,2030-10-01,73.88889555723462
,,2030-11-01,72.74276163133304
,,2030-12-01,71.6248707381101
,,2031-01-01,70.53427378369133
,,2031-02-01,69.47006191935813
,,2031-03-01,68.43136448726882
,,2031-04-01,67.41734708847055
,,2031-05-01,66.42720976490288
,,2031-06-01,65.46018528772511
,,2031-07-01,64.51553754487712
,,2031-08-01,63.59256002131378
,,2031-09-01,62.69057436583886
