Date,New Prod
2009-07-24,229.0
2009-07-25,217.0
2009-07-26,278.0
2009-07-27,209.0
2009-07-28,286.0
2009-07-29,176.0
2009-07-30,181.0
2009-07-31,180.0
2009-08-01,123.0
2009-08-02,136.0
2009-08-03,165.0
2009-08-04,144.0
2009-08-05,277.0
2009-08-06,262.0
2009-08-07,303.0
2009-08-08,215.0
2009-08-09,116.0
2009-08-10,586.0
2009-08-11,779.0
2009-08-12,581.0
2009-08-13,559.0
2009-08-14,743.0
2009-08-15,360.0
2009-08-16,511.0
2009-08-17,506.0
2009-08-18,523.0
2009-08-19,509.0
2009-08-20,483.0
2009-08-21,450.0
2009-08-22,385.0
2009-08-23,252.0
2009-08-24,166.0
2009-08-25,136.0
2009-08-26,116.0
2009-08-27,129.0
2009-08-28,132.0
2009-08-29,34.0
2009-08-30,306.0
2009-08-31,329.0
2009-09-01,280.0
2009-09-02,489.0
2009-09-03,524.0
2009-09-04,505.0
2009-09-05,485.0
2009-09-06,466.0
2009-09-07,514.0
2009-09-08,636.0
2009-09-09,563.0
2009-09-10,500.0
2009-09-11,348.0
2009-09-12,344.0
2009-09-13,418.0
2009-09-14,421.0
2009-09-15,436.0
2009-09-16,485.0
2009-09-17,445.0
2009-09-18,449.0
2009-09-19,496.0
2009-09-20,407.0
2009-09-21,519.0
2009-09-22,442.0
2009-09-23,407.0
2009-09-24,346.0
2009-09-25,390.0
2009-09-26,327.0
2009-09-27,316.0
2009-09-28,300.0
2009-09-29,293.0
2009-09-30,289.0
2009-10-01,197.0
2009-10-02,170.0
2009-10-03,162.0
2009-10-04,156.0
2009-10-05,302.0
2009-10-06,274.0
2009-10-07,371.0
2009-10-08,153.0
2009-10-09,146.0
2009-10-10,121.0
2009-10-11,126.0
2009-10-12,113.0
2009-10-13,167.0
2009-10-14,180.0
2009-10-15,155.0
2009-10-16,363.0
2009-10-17,412.0
2009-10-18,234.0
2009-10-19,267.0
2009-10-20,219.0
2009-10-21,264.0
2009-10-22,174.0
2009-10-23,150.0
2009-10-24,285.0
2009-10-25,319.0
2009-10-26,210.0
2009-10-27,197.0
2009-10-28,285.0
2009-10-29,231.0
2009-10-30,211.0
2009-10-31,284.0
2009-11-01,204.0
2009-11-02,159.0
2009-11-03,172.0
2009-11-04,242.0
2009-11-05,302.0
2009-11-06,332.0
2009-11-07,304.0
2009-11-08,385.0
2009-11-09,288.0
2009-11-10,314.0
2009-11-11,293.0
2009-11-12,353.0
2009-11-13,313.0
2009-11-14,214.0
2009-11-15,330.0
2009-11-16,351.0
2009-11-17,580.0
2009-11-18,506.0
2009-11-19,498.0
2009-11-20,567.0
2009-11-21,527.0
2009-11-22,415.0
2009-11-23,558.0
2009-11-24,535.0
2009-11-25,587.0
2009-11-26,539.0
2009-11-27,622.0
2009-11-28,634.0
2009-11-29,595.0
2009-11-30,644.0
2009-12-01,643.0
2009-12-02,584.0
2009-12-03,664.0
2009-12-04,794.0
2009-12-05,734.0
2009-12-06,697.0
2009-12-07,686.0
2009-12-08,899.0
2009-12-09,742.0
2009-12-10,692.0
2009-12-11,709.0
2009-12-12,527.0
2009-12-13,636.0
2009-12-14,504.0
2009-12-15,465.0
2009-12-16,376.0
2009-12-17,506.0
2009-12-18,664.0
2009-12-19,540.0
2009-12-20,408.0
2009-12-21,420.0
2009-12-22,459.0
2009-12-23,402.0
2009-12-24,423.0
2009-12-25,266.0
2009-12-26,654.0
2009-12-27,712.0
2009-12-28,721.0
2009-12-29,734.0
2009-12-30,882.0
2009-12-31,915.0
2010-01-01,832.0
2010-01-02,737.0
2010-01-03,787.0
2010-01-04,870.0
2010-01-05,907.0
2010-01-06,860.0
2010-01-07,900.0
2010-01-08,883.0
2010-01-09,915.0
2010-01-10,672.0
2010-01-11,804.0
2010-01-12,794.0
2010-01-13,869.0
2010-01-14,954.0
2010-01-15,1558.0
2010-01-16,882.0
2010-01-17,1451.0
2010-01-18,1254.0
2010-01-19,1220.0
2010-01-20,1127.0
2010-01-21,1027.0
2010-01-22,916.0
2010-01-23,1049.0
2010-01-24,926.0
2010-01-25,951.0
2010-01-26,780.0
2010-01-27,678.0
2010-01-28,733.0
2010-01-29,658.0
2010-01-30,675.0
2010-01-31,752.0
2010-02-01,911.0
2010-02-02,702.0
2010-02-03,714.0
2010-02-04,658.0
2010-02-05,702.0
2010-02-06,657.0
2010-02-07,674.0
2010-02-08,693.0
2010-02-09,723.0
2010-02-10,634.0
2010-02-11,815.0
2010-02-12,559.0
2010-02-13,734.0
2010-02-14,756.0
2010-02-15,871.0
2010-02-16,853.0
2010-02-17,639.0
2010-02-18,582.0
2010-02-19,594.0
2010-02-20,419.0
2010-02-21,585.0
2010-02-22,691.0
2010-02-23,366.0
2010-02-24,317.0
2010-02-25,178.0
2010-02-26,272.0
2010-02-27,211.0
2010-02-28,498.0
2010-03-01,642.0
2010-03-02,723.0
2010-03-03,281.0
2010-03-04,898.0
2010-03-05,730.0
2010-03-06,648.0
2010-03-07,566.0
2010-03-08,572.0
2010-03-09,615.0
2010-03-10,595.0
2010-03-11,691.0
2010-03-12,543.0
2010-03-13,619.0
2010-03-14,511.0
2010-03-15,379.0
2010-03-16,520.0
2010-03-17,453.0
2010-03-18,323.0
2010-03-19,426.0
2010-03-20,467.0
2010-03-21,691.0
2010-03-22,652.0
2010-03-23,543.0
2010-03-24,570.0
2010-03-25,513.0
2010-03-26,573.0
2010-03-27,906.0
2010-03-28,1046.0
2010-03-29,1080.0
2010-03-30,700.0
2010-03-31,545.0
2010-04-01,551.0
2010-04-02,798.0
2010-04-03,1050.0
2010-04-04,944.0
2010-04-05,1081.0
2010-04-06,952.0
2010-04-07,1095.0
2010-04-08,948.0
2010-04-09,776.0
2010-04-10,944.0
2010-04-11,794.0
2010-04-12,891.0
2010-04-13,1111.0
2010-04-14,1140.0
2010-04-15,1068.0
2010-04-16,632.0
2010-04-17,989.0
2010-04-18,1088.0
2010-04-19,892.0
2010-04-20,1048.0
2010-04-21,923.0
2010-04-22,989.0
2010-04-23,981.0
2010-04-24,844.0
2010-04-25,858.0
2010-04-26,832.0
2010-04-27,710.0
2010-04-28,618.0
2010-04-29,688.0
2010-04-30,723.0
2010-05-01,697.0
2010-05-02,459.0
2010-05-03,599.0
2010-05-04,580.0
2010-05-05,687.0
2010-05-06,612.0
2010-05-07,642.0
2010-05-08,570.0
2010-05-09,888.0
2010-05-10,794.0
2010-05-11,914.0
2010-05-12,943.0
2010-05-13,1125.0
2010-05-14,1357.0
2010-05-15,1458.0
2010-05-16,1331.0
2010-05-17,1229.0
2010-05-18,1198.0
2010-05-19,1221.0
2010-05-20,1127.0
2010-05-21,1165.0
2010-05-22,950.0
2010-05-23,955.0
2010-05-24,1103.0
2010-05-25,1137.0
2010-05-26,1051.0
2010-05-27,872.0
2010-05-28,872.0
2010-05-29,1163.0
2010-05-30,1118.0
2010-05-31,1069.0
2010-06-01,993.0
2010-06-02,1079.0
2010-06-03,1119.0
2010-06-04,1046.0
2010-06-05,985.0
2010-06-06,864.0
2010-06-07,859.0
2010-06-08,898.0
2010-06-09,1026.0
2010-06-10,848.0
2010-06-11,714.0
2010-06-12,862.0
2010-06-13,841.0
2010-06-14,749.0
2010-06-15,768.0
2010-06-16,1162.0
2010-06-17,861.0
2010-06-18,673.0
2010-06-19,732.0
2010-06-20,1027.0
2010-06-21,1183.0
2010-06-22,1946.0
2010-06-23,1216.0
2010-06-24,1117.0
2010-06-25,1018.0
2010-06-26,1047.0
2010-06-27,695.0
2010-06-28,711.0
2010-06-29,409.0
2010-06-30,980.0
2010-07-01,1002.0
2010-07-02,1350.0
2010-07-03,1492.0
2010-07-04,1131.0
2010-07-05,1019.0
2010-07-06,795.0
2010-07-07,1050.0
2010-07-08,1221.0
2010-07-09,943.0
2010-07-10,970.0
2010-07-11,1023.0
2010-07-12,826.0
2010-07-13,1474.0
2010-07-14,2189.0
2010-07-15,1161.0
2010-07-16,1160.0
2010-07-17,1134.0
2010-07-18,1082.0
2010-07-19,1026.0
2010-07-20,1115.0
2010-07-21,866.0
2010-07-22,918.0
2010-07-23,982.0
2010-07-24,687.0
2010-07-25,879.0
2010-07-26,818.0
2010-07-27,663.0
2010-07-28,761.0
2010-07-29,1007.0
2010-07-30,1240.0
2010-07-31,1143.0
2010-08-01,1435.0
2010-08-02,1073.0
2010-08-03,714.0
2010-08-04,847.0
2010-08-05,791.0
2010-08-06,1083.0
2010-08-07,1261.0
2010-08-08,1298.0
2010-08-09,1129.0
2010-08-10,735.0
2010-08-11,603.0
2010-08-12,611.0
2010-08-13,677.0
2010-08-14,1165.0
2010-08-15,1168.0
2010-08-16,1733.0
2010-08-17,1221.0
2010-08-18,895.0
2010-08-19,986.0
2010-08-20,856.0
2010-08-21,593.0
2010-08-22,1027.0
2010-08-23,808.0
2010-08-24,937.0
2010-08-25,957.0
2010-08-26,880.0
2010-08-27,964.0
2010-08-28,866.0
2010-08-29,758.0
2010-08-30,621.0
2010-08-31,674.0
2010-09-01,584.0
2010-09-02,630.0
2010-09-03,664.0
2010-09-04,717.0
2010-09-05,653.0
2010-09-06,470.0
2010-09-07,553.0
2010-09-08,634.0
2010-09-09,773.0
2010-09-10,823.0
2010-09-11,686.0
2010-09-12,753.0
2010-09-13,754.0
2010-09-14,792.0
2010-09-15,795.0
2010-09-16,746.0
2010-09-17,678.0
2010-09-18,643.0
2010-09-19,699.0
2010-09-20,597.0
2010-09-21,829.0
2010-09-22,534.0
2010-09-23,910.0
2010-09-24,790.0
2010-09-25,849.0
2010-09-26,1566.0
2010-09-27,1441.0
2010-09-28,1357.0
2010-09-29,1360.0
2010-09-30,1040.0
2010-10-01,1022.0
2010-10-02,1117.0
2010-10-03,1186.0
2010-10-04,1287.0
2010-10-05,1277.0
2010-10-06,1263.0
2010-10-07,1184.0
2010-10-08,1103.0
2010-10-09,1009.0
2010-10-10,1158.0
2010-10-11,969.0
2010-10-12,1028.0
2010-10-13,1035.0
2010-10-14,1180.0
2010-10-15,837.0
2010-10-16,1069.0
2010-10-17,800.0
2010-10-18,1087.0
2010-10-19,1069.0
2010-10-20,961.0
2010-10-21,911.0
2010-10-22,1106.0
2010-10-23,1052.0
2010-10-24,930.0
2010-10-25,1966.0
2010-10-26,1348.0
2010-10-27,1141.0
2010-10-28,1281.0
2010-10-29,1224.0
2010-10-30,1175.0
2010-10-31,1071.0
2010-11-01,1046.0
2010-11-02,959.0
2010-11-03,1156.0
2010-11-04,2017.0
2010-11-05,1648.0
2010-11-06,1815.0
2010-11-07,1317.0
2010-11-08,1312.0
2010-11-09,897.0
2010-11-10,1231.0
2010-11-11,1349.0
2010-11-12,1198.0
2010-11-13,981.0
2010-11-14,982.0
2010-11-15,1237.0
2010-11-16,704.0
2010-11-17,591.0
2010-11-18,742.0
2010-11-19,648.0
2010-11-20,661.0
2010-11-21,718.0
2010-11-22,778.0
2010-11-23,763.0
2010-11-24,704.0
2010-11-25,722.0
2010-11-26,639.0
2010-11-27,702.0
2010-11-28,842.0
2010-11-29,754.0
2010-11-30,825.0
2010-12-01,1081.0
2010-12-02,1223.0
2010-12-03,1113.0
2010-12-04,977.0
2010-12-05,1342.0
2010-12-06,992.0
2010-12-07,802.0
2010-12-08,822.0
2010-12-09,728.0
2010-12-10,565.0
2010-12-11,528.0
2010-12-12,615.0
2010-12-13,646.0
2010-12-14,560.0
2010-12-15,719.0
2010-12-16,819.0
2010-12-17,1655.0
2010-12-18,229.0
2010-12-19,770.0
2010-12-20,793.0
2010-12-21,1358.0
2010-12-22,599.0
2010-12-23,506.0
2010-12-24,458.0
2010-12-25,439.0
2010-12-26,699.0
2010-12-27,364.0
2010-12-28,833.0
2010-12-29,1042.0
2010-12-30,1319.0
2010-12-31,916.0
2011-01-01,1141.0
2011-01-02,795.0
2011-01-03,1107.0
2011-01-04,827.0
2011-01-05,1096.0
2011-01-06,1270.0
2011-01-07,1125.0
2011-01-08,822.0
2011-01-09,1149.0
2011-01-10,1154.0
2011-01-11,1212.0
2011-01-12,910.0
2011-01-13,1274.0
2011-01-14,1090.0
2011-01-15,1097.0
2011-01-16,805.0
2011-01-17,1053.0
2011-01-18,703.0
2011-01-19,723.0
2011-01-20,514.0
2011-01-21,844.0
2011-01-22,597.0
2011-01-23,1081.0
2011-01-24,819.0
2011-01-25,796.0
2011-01-26,757.0
2011-01-27,761.0
2011-01-28,814.0
2011-01-29,1055.0
2011-01-30,1092.0
2011-01-31,870.0
2011-02-01,1147.0
2011-02-02,858.0
2011-02-03,802.0
2011-02-04,517.0
2011-02-05,599.0
2011-02-06,883.0
2011-02-07,978.0
2011-02-08,691.0
2011-02-09,925.0
2011-02-10,970.0
2011-02-11,790.0
2011-02-12,1018.0
2011-02-13,439.0
2011-02-14,1014.0
2011-02-15,711.0
2011-02-16,1310.0
2011-02-17,1154.0
2011-02-18,1207.0
2011-02-19,1256.0
2011-02-20,1102.0
2011-02-21,1000.0
2011-02-22,1038.0
2011-02-23,1063.0
2011-02-24,925.0
2011-02-25,967.0
2011-02-26,918.0
2011-02-27,788.0
2011-02-28,754.0
2011-03-01,994.0
2011-03-02,822.0
2011-03-03,774.0
2011-03-04,772.0
2011-03-05,728.0
2011-03-06,985.0
2011-03-07,919.0
2011-03-08,1623.0
2011-03-09,1132.0
2011-03-10,915.0
2011-03-11,895.0
2011-03-12,953.0
2011-03-13,941.0
2011-03-14,881.0
2011-03-15,1178.0
2011-03-16,927.0
2011-03-17,1145.0
2011-03-18,1310.0
2011-03-19,949.0
2011-03-20,636.0
2011-03-21,658.0
2011-03-22,1145.0
2011-03-23,1752.0
2011-03-24,674.0
2011-03-25,1381.0
2011-03-26,1279.0
2011-03-27,1304.0
2011-03-28,1535.0
2011-03-29,1069.0
2011-03-30,1373.0
2011-03-31,1284.0
2011-04-01,1335.0
2011-04-02,1715.0
2011-04-03,1331.0
2011-04-04,1446.0
2011-04-05,1128.0
2011-04-06,1610.0
2011-04-07,1686.0
2011-04-08,1717.0
2011-04-09,2034.0
2011-04-10,1942.0
2011-04-11,1814.0
2011-04-12,2403.0
2011-04-13,2033.0
2011-04-14,2191.0
2011-04-15,1804.0
2011-04-16,1911.0
2011-04-17,2162.0
2011-04-18,1574.0
2011-04-19,1193.0
2011-04-20,1870.0
2011-04-21,1810.0
2011-04-22,2074.0
2011-04-23,1981.0
2011-04-24,1897.0
2011-04-25,1903.0
2011-04-26,1170.0
2011-04-27,1767.0
2011-04-28,2169.0
2011-04-29,2241.0
2011-04-30,2248.0
2011-05-01,2329.0
2011-05-02,2058.0
2011-05-03,2255.0
2011-05-04,1812.0
2011-05-05,1746.0
2011-05-06,2050.0
2011-05-07,1896.0
2011-05-08,1599.0
2011-05-09,1477.0
2011-05-10,1325.0
2011-05-11,1229.0
2011-05-12,1363.0
2011-05-13,2153.0
2011-05-14,1977.0
2011-05-15,1819.0
2011-05-16,1827.0
2011-05-17,2106.0
2011-05-18,1953.0
2011-05-19,1906.0
2011-05-20,2324.0
2011-05-21,1966.0
2011-05-22,1959.0
2011-05-23,1647.0
2011-05-24,1903.0
2011-05-25,1970.0
2011-05-26,1887.0
2011-05-27,1624.0
2011-05-28,1508.0
2011-05-29,1660.0
2011-05-30,1860.0
2011-05-31,1568.0
2011-06-01,1463.0
2011-06-02,1973.0
2011-06-03,1530.0
2011-06-04,1590.0
2011-06-05,1578.0
2011-06-06,1556.0
2011-06-07,1490.0
2011-06-08,1348.0
2011-06-09,1277.0
2011-06-10,1468.0
2011-06-11,1716.0
2011-06-12,2139.0
2011-06-13,1559.0
2011-06-14,1843.0
2011-06-15,1039.0
2011-06-16,1417.0
2011-06-17,1446.0
2011-06-18,1409.0
2011-06-19,1287.0
2011-06-20,1144.0
2011-06-21,1095.0
2011-06-22,1231.0
2011-06-23,1025.0
2011-06-24,1345.0
2011-06-25,1123.0
2011-06-26,1113.0
2011-06-27,1090.0
2011-06-28,1303.0
2011-06-29,1534.0
2011-06-30,1312.0
2011-07-01,1295.0
2011-07-02,1145.0
2011-07-03,1360.0
2011-07-04,1094.0
2011-07-05,1114.0
2011-07-06,947.0
2011-07-07,831.0
2011-07-08,934.0
2011-07-09,901.0
2011-07-10,1062.0
2011-07-11,1359.0
2011-07-12,1019.0
2011-07-13,916.0
2011-07-14,885.0
2011-07-15,918.0
2011-07-16,911.0
2011-07-17,692.0
2011-07-18,1062.0
2011-07-19,910.0
2011-07-20,832.0
2011-07-21,796.0
2011-07-22,629.0
2011-07-23,570.0
2011-07-24,867.0
2011-07-25,854.0
2011-07-26,1208.0
2011-07-27,1149.0
2011-07-28,1235.0
2011-07-29,1276.0
2011-07-30,1684.0
2011-07-31,1664.0
2011-08-01,1741.0
2011-08-02,1316.0
2011-08-03,1413.0
2011-08-04,1595.0
2011-08-05,1609.0
2011-08-06,1040.0
2011-08-07,1368.0
2011-08-08,1363.0
2011-08-09,1634.0
2011-08-10,1952.0
2011-08-11,1377.0
2011-08-12,1599.0
2011-08-13,1444.0
2011-08-14,1265.0
2011-08-15,1278.0
2011-08-16,1160.0
2011-08-17,1703.0
2011-08-18,1280.0
2011-08-19,2448.0
2011-08-20,1604.0
2011-08-21,1033.0
2011-08-22,1903.0
2011-08-23,1682.0
2011-08-24,1452.0
2011-08-25,1373.0
2011-08-26,1499.0
2011-08-27,1538.0
2011-08-28,1022.0
2011-08-29,1296.0
2011-08-30,897.0
2011-08-31,1686.0
2011-09-01,1160.0
2011-09-02,1414.0
2011-09-03,1161.0
2011-09-04,1191.0
2011-09-05,632.0
2011-09-06,1753.0
2011-09-07,1582.0
2011-09-08,1779.0
2011-09-09,1168.0
2011-09-10,2155.0
2011-09-11,2059.0
2011-09-12,2002.0
2011-09-13,1708.0
2011-09-14,1345.0
2011-09-15,1812.0
2011-09-16,2184.0
2011-09-17,2406.0
2011-09-18,2291.0
2011-09-19,2613.0
2011-09-20,2021.0
2011-09-21,1749.0
2011-09-22,2033.0
2011-09-23,2147.0
2011-09-24,2980.0
2011-09-25,2230.0
2011-09-26,1660.0
2011-09-27,2152.0
2011-09-28,2420.0
2011-09-29,2304.0
2011-09-30,2480.0
2011-10-01,2301.0
2011-10-02,2243.0
2011-10-03,1918.0
2011-10-04,2356.0
2011-10-05,2006.0
2011-10-06,2083.0
2011-10-07,2017.0
2011-10-08,1695.0
2011-10-09,1843.0
2011-10-10,1147.0
2011-10-11,1526.0
2011-10-12,1507.0
2011-10-13,1361.0
2011-10-14,1668.0
2011-10-15,2216.0
2011-10-16,1348.0
2011-10-17,1278.0
2011-10-18,1842.0
2011-10-19,1568.0
2011-10-20,1511.0
2011-10-21,1464.0
2011-10-22,1217.0
2011-10-23,1742.0
2011-10-24,1854.0
2011-10-25,1669.0
2011-10-26,1562.0
2011-10-27,1417.0
2011-10-28,1004.0
2011-10-29,1398.0
2011-10-30,1295.0
2011-10-31,1200.0
2011-11-01,1402.0
2011-11-02,2131.0
2011-11-03,2291.0
2011-11-04,2352.0
2011-11-05,1554.0
2011-11-06,2055.0
2011-11-07,2202.0
2011-11-08,2225.0
2011-11-09,2229.0
2011-11-10,2146.0
2011-11-11,2722.0
2011-11-12,2883.0
2011-11-13,2495.0
2011-11-14,2398.0
2011-11-15,2152.0
2011-11-16,2306.0
2011-11-17,2503.0
2011-11-18,2496.0
2011-11-19,2489.0
2011-11-20,2493.0
2011-11-21,2106.0
2011-11-22,1964.0
2011-11-23,1954.0
2011-11-24,1628.0
2011-11-25,1569.0
2011-11-26,1507.0
2011-11-27,1401.0
2011-11-28,1336.0
2011-11-29,1374.0
2011-11-30,1336.0
2011-12-01,1284.0
2011-12-02,1726.0
2011-12-03,1874.0
2011-12-04,1232.0
2011-12-05,2073.0
2011-12-06,1480.0
2011-12-07,1646.0
2011-12-08,2254.0
2011-12-09,1901.0
2011-12-10,2141.0
2011-12-11,1681.0
2011-12-12,1668.0
2011-12-13,1803.0
2011-12-14,1607.0
2011-12-15,1456.0
2011-12-16,2571.0
2011-12-17,1651.0
2011-12-18,2462.0
2011-12-19,1640.0
2011-12-20,1773.0
2011-12-21,1374.0
2011-12-22,2425.0
2011-12-23,2633.0
2011-12-24,2073.0
2011-12-25,1769.0
2011-12-26,1328.0
2011-12-27,1934.0
2011-12-28,2216.0
2011-12-29,1720.0
2011-12-30,1241.0
2011-12-31,698.0
2012-01-01,354.0
2012-01-02,401.0
2012-01-03,610.0
2012-01-04,1123.0
2012-01-05,1671.0
2012-01-06,1517.0
2012-01-07,1568.0
2012-01-08,1196.0
2012-01-09,1221.0
2012-01-10,1922.0
2012-01-11,2138.0
2012-01-12,1832.0
2012-01-13,1545.0
2012-01-14,1538.0
2012-01-15,1308.0
2012-01-16,1886.0
2012-01-17,1754.0
2012-01-18,1903.0
2012-01-19,1772.0
2012-01-20,1795.0
2012-01-21,1908.0
2012-01-22,1959.0
2012-01-23,1137.0
2012-01-24,1095.0
2012-01-25,1377.0
2012-01-26,1702.0
2012-01-27,2160.0
2012-01-28,1873.0
2012-01-29,1495.0
2012-01-30,1669.0
2012-01-31,1332.0
2012-02-01,1692.0
2012-02-02,1821.0
2012-02-03,1786.0
2012-02-04,1617.0
2012-02-05,1292.0
2012-02-06,1806.0
2012-02-07,1817.0
2012-02-08,1319.0
2012-02-09,1559.0
2012-02-10,1460.0
2012-02-11,1754.0
2012-02-12,1245.0
2012-02-13,1730.0
2012-02-14,1870.0
2012-02-15,1533.0
2012-02-16,1042.0
2012-02-17,1272.0
2012-02-18,1161.0
2012-02-19,1347.0
2012-02-20,1600.0
2012-02-21,1415.0
2012-02-22,1351.0
2012-02-23,1175.0
2012-02-24,1471.0
2012-02-25,1775.0
2012-02-26,1680.0
2012-02-27,1415.0
2012-02-28,1391.0
2012-02-29,1168.0
2012-03-01,1282.0
2012-03-02,1608.0
2012-03-03,1157.0
2012-03-04,969.0
2012-03-05,1103.0
2012-03-06,1169.0
2012-03-07,1146.0
2012-03-08,1279.0
2012-03-09,1744.0
2012-03-10,1959.0
2012-03-11,2274.0
2012-03-12,1814.0
2012-03-13,1418.0
2012-03-14,1462.0
2012-03-15,1571.0
2012-03-16,1861.0
2012-03-17,1629.0
2012-03-18,1586.0
2012-03-19,1467.0
2012-03-20,1181.0
2012-03-21,1075.0
2012-03-22,1518.0
2012-03-23,1467.0
2012-03-24,1189.0
2012-03-25,1415.0
2012-03-26,1190.0
2012-03-27,1478.0
2012-03-28,1860.0
2012-03-29,1647.0
2012-03-30,1341.0
2012-03-31,978.0
2012-04-01,897.0
2012-04-02,1339.0
2012-04-03,1209.0
2012-04-04,1144.0
2012-04-05,1260.0
2012-04-06,1028.0
2012-04-07,1764.0
2012-04-08,1531.0
2012-04-09,1283.0
2012-04-10,1506.0
2012-04-11,1278.0
2012-04-12,1305.0
2012-04-13,1650.0
2012-04-14,1640.0
2012-04-15,1576.0
2012-04-16,1304.0
2012-04-17,1565.0
2012-04-18,1087.0
2012-04-19,1530.0
2012-04-20,1720.0
2012-04-21,1300.0
2012-04-22,1071.0
2012-04-23,1565.0
2012-04-24,1745.0
2012-04-25,2049.0
2012-04-26,2114.0
2012-04-27,2152.0
2012-04-28,2058.0
2012-04-29,2343.0
2012-04-30,2385.0
2012-05-01,2123.0
2012-05-02,2310.0
2012-05-03,2290.0
2012-05-04,2127.0
2012-05-05,2091.0
2012-05-06,2079.0
2012-05-07,1430.0
2012-05-08,1763.0
2012-05-09,1708.0
2012-05-10,1319.0
2012-05-11,191.0
2012-05-12,251.0
2012-05-13,372.0
2012-05-14,1063.0
2012-05-15,1476.0
2012-05-16,1857.0
2012-05-17,2224.0
2012-05-18,1558.0
2012-05-19,2006.0
2012-05-20,1661.0
2012-05-21,1944.0
2012-05-22,1041.0
2012-05-23,1320.0
2012-05-24,1908.0
2012-05-25,1441.0
2012-05-26,1487.0
2012-05-27,1448.0
2012-05-28,1867.0
2012-05-29,1616.0
2012-05-30,1383.0
2012-05-31,1057.0
2012-06-01,1113.0
2012-06-02,836.0
2012-06-03,665.0
2012-06-04,980.0
2012-06-05,1258.0
2012-06-06,1140.0
2012-06-07,1023.0
2012-06-08,710.0
2012-06-09,530.0
2012-06-10,470.0
2012-06-11,172.0
2012-06-12,185.0
2012-06-13,1507.0
2012-06-14,1737.0
2012-06-15,1850.0
2012-06-16,1648.0
2012-06-17,1874.0
2012-06-18,1625.0
2012-06-19,1591.0
2012-06-20,1340.0
2012-06-21,1451.0
2012-06-22,1334.0
2012-06-23,1276.0
2012-06-24,1348.0
2012-06-25,1271.0
2012-06-26,1113.0
2012-06-27,1556.0
2012-06-28,1839.0
2012-06-29,1068.0
2012-06-30,1259.0
2012-07-01,1447.0
2012-07-02,948.0
2012-07-03,854.0
2012-07-04,1162.0
2012-07-05,1170.0
2012-07-06,926.0
2012-07-07,987.0
2012-07-08,859.0
2012-07-09,1275.0
2012-07-10,1145.0
2012-07-11,998.0
2012-07-12,490.0
2012-07-13,1532.0
2012-07-14,1263.0
2012-07-15,1105.0
2012-07-16,745.0
2012-07-17,1316.0
2012-07-18,956.0
2012-07-19,992.0
2012-07-20,1020.0
2012-07-21,980.0
2012-07-22,1046.0
2012-07-23,515.0
2012-07-24,557.0
2012-07-25,735.0
2012-07-26,1301.0
2012-07-27,1441.0
2012-07-28,1340.0
2012-07-29,764.0
2012-07-30,1301.0
2012-07-31,610.0
2012-08-01,658.0
2012-08-02,1098.0
2012-08-03,1005.0
2012-08-04,1886.0
2012-08-05,2500.0
2012-08-06,1323.0
2012-08-07,468.0
2012-08-08,909.0
2012-08-09,710.0
2012-08-10,868.0
2012-08-11,834.0
2012-08-12,798.0
2012-08-13,735.0
2012-08-14,727.0
2012-08-15,677.0
2012-08-16,929.0
2012-08-17,1366.0
2012-08-18,1282.0
2012-08-19,1493.0
2012-08-20,1549.0
2012-08-21,1057.0
2012-08-22,1257.0
2012-08-23,1164.0
2012-08-24,790.0
2012-08-25,1097.0
2012-08-26,930.0
2012-08-27,1269.0
2012-08-28,1348.0
2012-08-29,862.0
2012-08-30,1430.0
2012-08-31,1228.0
2012-09-01,835.0
2012-09-02,864.0
2012-09-03,1055.0
2012-09-04,1279.0
2012-09-05,987.0
2012-09-06,1078.0
2012-09-07,751.0
2012-09-08,857.0
2012-09-09,533.0
2012-09-10,1229.0
2012-09-11,1107.0
2012-09-12,967.0
2012-09-13,879.0
2012-09-14,1589.0
2012-09-15,1169.0
2012-09-16,844.0
2012-09-17,995.0
2012-09-18,1188.0
2012-09-19,932.0
2012-09-20,903.0
2012-09-21,1278.0
2012-09-22,1112.0
2012-09-23,741.0
2012-09-24,1113.0
2012-09-25,835.0
2012-09-26,811.0
2012-09-27,788.0
2012-09-28,970.0
2012-09-29,1278.0
2012-09-30,619.0
2012-10-01,743.0
2012-10-02,681.0
2012-10-03,714.0
2012-10-04,567.0
2012-10-05,908.0
2012-10-06,682.0
2012-10-07,590.0
2012-10-08,519.0
2012-10-09,1818.0
2012-10-10,1314.0
2012-10-11,1238.0
2012-10-12,1181.0
2012-10-13,1239.0
2012-10-14,1092.0
2012-10-15,1582.0
2012-10-16,1216.0
2012-10-17,1407.0
2012-10-18,1411.0
2012-10-19,1294.0
2012-10-20,1412.0
2012-10-21,1291.0
2012-10-22,1261.0
2012-10-23,1439.0
2012-10-24,1262.0
2012-10-25,1067.0
2012-10-26,701.0
2012-10-27,1324.0
2012-10-28,682.0
2012-10-29,523.0
2012-10-30,926.0
2012-10-31,857.0
2012-11-01,896.0
2012-11-02,1108.0
2012-11-03,947.0
2012-11-04,1508.0
2012-11-05,1656.0
2012-11-06,1409.0
2012-11-07,1237.0
2012-11-08,911.0
2012-11-09,997.0
2012-11-10,1402.0
2012-11-11,1166.0
2012-11-12,1139.0
2012-11-13,1624.0
2012-11-14,1080.0
2012-11-15,1631.0
2012-11-16,1503.0
